Fonte de Recursos,Despesa,Liquidado,Unnamed: 3,id_fonte,nome_fonte,liquidado_brl
002 - RECURSOS VINCULADOS ESTADUAIS,31900325 - COMPLEMENTACAO DE PENSAO,"             152.809,58",,2.0,RECURSOS VINCULADOS ESTADUAIS,793906.8919319999
002 - RECURSOS VINCULADOS ESTADUAIS,31900326 - COMPLEMENTACAO DE PENSAO - 13º SALARIO,"               8.204,36",,2.0,RECURSOS VINCULADOS ESTADUAIS,42624.931944
002 - RECURSOS VINCULADOS ESTADUAIS,31900701 - CONTRIBUICAO PATRONAL,"             580.955,17",,2.0,RECURSOS VINCULADOS ESTADUAIS,3018294.4902180005
002 - RECURSOS VINCULADOS ESTADUAIS,31901112 - PESSOAL CIVIL PAGO PELA UNIDADE,"         299.421.562,19",,2.0,RECURSOS VINCULADOS ESTADUAIS,1555614784.201926
002 - RECURSOS VINCULADOS ESTADUAIS,31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO,"          21.612.406,99",,2.0,RECURSOS VINCULADOS ESTADUAIS,112285099.27584599
002 - RECURSOS VINCULADOS ESTADUAIS,31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS,"           7.835.517,20",,2.0,RECURSOS VINCULADOS ESTADUAIS,40708646.060880005
002 - RECURSOS VINCULADOS ESTADUAIS,31901136 - ABONO DE PERMANENCIA,"             155.811,94",,2.0,RECURSOS VINCULADOS ESTADUAIS,809505.353076
002 - RECURSOS VINCULADOS ESTADUAIS,31901137 - LICENCA PREMIO - PESSOAL CIVIL,"           8.334.777,17",,2.0,RECURSOS VINCULADOS ESTADUAIS,43302501.309018
002 - RECURSOS VINCULADOS ESTADUAIS,31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO,"           2.345.886,12",,2.0,RECURSOS VINCULADOS ESTADUAIS,12187816.747848
002 - RECURSOS VINCULADOS ESTADUAIS,31901320 - OUTRAS CONTRIB.PREV.SOCIAL-13 SALARIO,"                 965,36",,2.0,RECURSOS VINCULADOS ESTADUAIS,5015.4313440000005
002 - RECURSOS VINCULADOS ESTADUAIS,31901321 - FGTS-13 SALARIO,"             174.457,78",,2.0,RECURSOS VINCULADOS ESTADUAIS,906377.950212
002 - RECURSOS VINCULADOS ESTADUAIS,31901322 - PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL,"             102.880,11",,2.0,RECURSOS VINCULADOS ESTADUAIS,534503.323494
002 - RECURSOS VINCULADOS ESTADUAIS,31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT,"           7.912.164,11",,2.0,RECURSOS VINCULADOS ESTADUAIS,41106857.41709401
002 - RECURSOS VINCULADOS ESTADUAIS,31901324 - PREVIDENCIA SOCIAL/PESSOAL COMISSIONADO,"           1.294.049,33",,2.0,RECURSOS VINCULADOS ESTADUAIS,6723103.889082001
002 - RECURSOS VINCULADOS ESTADUAIS,31901613 - HORA EXTRA,"             189.250,82",,2.0,RECURSOS VINCULADOS ESTADUAIS,983233.7102280001
002 - RECURSOS VINCULADOS ESTADUAIS,31909412 - INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.,"             967.915,32",,2.0,RECURSOS VINCULADOS ESTADUAIS,5028707.253528
002 - RECURSOS VINCULADOS ESTADUAIS,31911301 - CONTRIB PATRONAL-SAO PAULO PREVIDENCIA-SPPRE,"         111.396.370,84",,2.0,RECURSOS VINCULADOS ESTADUAIS,578748705.062136
002 - RECURSOS VINCULADOS ESTADUAIS,33204102 - TRANSFERENCIAS,"          59.696.014,80",,2.0,RECURSOS VINCULADOS ESTADUAIS,310144675.29192
002 - RECURSOS VINCULADOS ESTADUAIS,33403001 - TRANSF.PARA MATERIAL DE CONSUMO,"           2.772.100,96",,2.0,RECURSOS VINCULADOS ESTADUAIS,14402173.327584
002 - RECURSOS VINCULADOS ESTADUAIS,33403901 - TRANSFERENCIAS PARA SERVICOS,"          31.092.095,78",,2.0,RECURSOS VINCULADOS ESTADUAIS,161535874.415412
002 - RECURSOS VINCULADOS ESTADUAIS,33408110 - TRANSFERENCIA A MUNICIPIOS-ICMS,"      37.092.224.874,89",,2.0,RECURSOS VINCULADOS ESTADUAIS,192708945115.0035
002 - RECURSOS VINCULADOS ESTADUAIS,33408120 - TRANSFERENCIA A MUNICIPIOS-IPVA,"       8.439.018.603,27",,2.0,RECURSOS VINCULADOS ESTADUAIS,43844077251.42896
002 - RECURSOS VINCULADOS ESTADUAIS,33408150 - TRANSFERENCIA A MUNICIPIOS-IPI,"         267.592.840,93",,2.0,RECURSOS VINCULADOS ESTADUAIS,1390251845.7677221
002 - RECURSOS VINCULADOS ESTADUAIS,33408160 - TRANSFERENCIA A MUNICIPIOS-OUTRAS RECEITAS,"         175.957.042,79",,2.0,RECURSOS VINCULADOS ESTADUAIS,914167220.111166
002 - RECURSOS VINCULADOS ESTADUAIS,33503977 - CONVENIOS C/ENTID.PRIVADAS S/FINS LUCRATIVOS,"           7.334.488,64",,2.0,RECURSOS VINCULADOS ESTADUAIS,38105602.280256
002 - RECURSOS VINCULADOS ESTADUAIS,33504376 - SUBVENCOES A ENTIDADES DE SAUDE,"          17.620.861,92",,2.0,RECURSOS VINCULADOS ESTADUAIS,91547426.01916802
002 - RECURSOS VINCULADOS ESTADUAIS,33900810 - AUXILIO-CRECHE E AUXILIO-ESCOLA,"             150.000,00",,2.0,RECURSOS VINCULADOS ESTADUAIS,779310.0
002 - RECURSOS VINCULADOS ESTADUAIS,33901401 - DIARIAS PESSOAL CIVIL,"          33.004.907,59",,2.0,RECURSOS VINCULADOS ESTADUAIS,171473696.89308602
002 - RECURSOS VINCULADOS ESTADUAIS,33901504 - PGTO.DESEMP.ATIVIDADE DELEGADA-CONV.EST./PRE,"          43.133.917,25",,2.0,RECURSOS VINCULADOS ESTADUAIS,224097953.68065
002 - RECURSOS VINCULADOS ESTADUAIS,33903010 - GENEROS ALIMENTICIOS,"           3.957.234,88",,2.0,RECURSOS VINCULADOS ESTADUAIS,20559418.095552
002 - RECURSOS VINCULADOS ESTADUAIS,"33903012 - MATERIAL DE CAMA, MESA E BANHO","               8.178,50",,2.0,RECURSOS VINCULADOS ESTADUAIS,42490.5789
002 - RECURSOS VINCULADOS ESTADUAIS,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","           1.028.159,20",,2.0,RECURSOS VINCULADOS ESTADUAIS,5341698.30768
002 - RECURSOS VINCULADOS ESTADUAIS,33903014 - MATERIAL DE LIMPEZA,"             141.127,82",,2.0,RECURSOS VINCULADOS ESTADUAIS,733215.4760280001
002 - RECURSOS VINCULADOS ESTADUAIS,33903015 - ARTIGOS DE HIGIENE PESSOAL,"           5.773.992,90",,2.0,RECURSOS VINCULADOS ESTADUAIS,29998202.712660003
002 - RECURSOS VINCULADOS ESTADUAIS,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"              72.304,04",,2.0,RECURSOS VINCULADOS ESTADUAIS,375648.409416
002 - RECURSOS VINCULADOS ESTADUAIS,33903019 - LUBRIFICANTE AUTOMOTIVO,"              70.303,70",,2.0,RECURSOS VINCULADOS ESTADUAIS,365255.84298
002 - RECURSOS VINCULADOS ESTADUAIS,33903021 - GASOLINA AUTOMOTIVA,"             355.668,17",,2.0,RECURSOS VINCULADOS ESTADUAIS,1847838.410418
002 - RECURSOS VINCULADOS ESTADUAIS,33903022 - DIESEL AUTOMOTIVO,"             142.488,05",,2.0,RECURSOS VINCULADOS ESTADUAIS,740282.4149699999
002 - RECURSOS VINCULADOS ESTADUAIS,33903023 - ETANOL AUTOMOTIVO,"             101.754,62",,2.0,RECURSOS VINCULADOS ESTADUAIS,528655.952748
002 - RECURSOS VINCULADOS ESTADUAIS,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"              63.751,85",,2.0,RECURSOS VINCULADOS ESTADUAIS,331216.36149
002 - RECURSOS VINCULADOS ESTADUAIS,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"           1.515.109,59",,2.0,RECURSOS VINCULADOS ESTADUAIS,7871600.363886001
002 - RECURSOS VINCULADOS ESTADUAIS,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"           2.000.000,00",,2.0,RECURSOS VINCULADOS ESTADUAIS,10390800.0
002 - RECURSOS VINCULADOS ESTADUAIS,33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS,"             895.132,30",,2.0,RECURSOS VINCULADOS ESTADUAIS,4650570.35142
002 - RECURSOS VINCULADOS ESTADUAIS,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","              68.234,86",,2.0,RECURSOS VINCULADOS ESTADUAIS,354507.391644
002 - RECURSOS VINCULADOS ESTADUAIS,33903032 - MATERIAL DE USO LABORATORIAL,"           1.451.785,72",,2.0,RECURSOS VINCULADOS ESTADUAIS,7542607.529688
002 - RECURSOS VINCULADOS ESTADUAIS,33903034 - MATERIAL DE USO VETERINARIO,"               2.616,72",,2.0,RECURSOS VINCULADOS ESTADUAIS,13594.907088
002 - RECURSOS VINCULADOS ESTADUAIS,33903039 - MATERIAL ESPORTIVO E DE LAZER,"              75.400,00",,2.0,RECURSOS VINCULADOS ESTADUAIS,391733.16000000003
002 - RECURSOS VINCULADOS ESTADUAIS,33903040 - MATERIAL EDUCATIVO E CULTURAL,"              35.266,54",,2.0,RECURSOS VINCULADOS ESTADUAIS,183223.781916
002 - RECURSOS VINCULADOS ESTADUAIS,33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS,"          10.572.186,45",,2.0,RECURSOS VINCULADOS ESTADUAIS,54926737.48233
002 - RECURSOS VINCULADOS ESTADUAIS,33903042 - MATERIAL PARA FOTOGRAFIA E FILMAGEM,"               4.109,45",,2.0,RECURSOS VINCULADOS ESTADUAIS,21350.23653
002 - RECURSOS VINCULADOS ESTADUAIS,"33903043 - LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA","               3.250,00",,2.0,RECURSOS VINCULADOS ESTADUAIS,16885.05
002 - RECURSOS VINCULADOS ESTADUAIS,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"           5.918.960,82",,2.0,RECURSOS VINCULADOS ESTADUAIS,30751369.044228002
002 - RECURSOS VINCULADOS ESTADUAIS,33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ,"              16.176,64",,2.0,RECURSOS VINCULADOS ESTADUAIS,84044.115456
002 - RECURSOS VINCULADOS ESTADUAIS,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"             835.698,35",,2.0,RECURSOS VINCULADOS ESTADUAIS,4341787.20759
002 - RECURSOS VINCULADOS ESTADUAIS,33903053 - PECAS E ACESSORIOS PARA VIATURAS POLICIAIS,"           3.199.233,26",,2.0,RECURSOS VINCULADOS ESTADUAIS,16621296.479004
002 - RECURSOS VINCULADOS ESTADUAIS,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"              49.829,59",,2.0,RECURSOS VINCULADOS ESTADUAIS,258884.651886
002 - RECURSOS VINCULADOS ESTADUAIS,33903055 - MATERIAL PARA TELECOMUNICACOES,"              74.720,86",,2.0,RECURSOS VINCULADOS ESTADUAIS,388204.75604400004
002 - RECURSOS VINCULADOS ESTADUAIS,33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA,"           1.556.291,09",,2.0,RECURSOS VINCULADOS ESTADUAIS,8085554.728986001
002 - RECURSOS VINCULADOS ESTADUAIS,33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA,"             552.339,79",,2.0,RECURSOS VINCULADOS ESTADUAIS,2869626.144966
002 - RECURSOS VINCULADOS ESTADUAIS,"33903063 - FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT","             740.076,00",,2.0,RECURSOS VINCULADOS ESTADUAIS,3844990.8504000003
002 - RECURSOS VINCULADOS ESTADUAIS,33903064 - PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO,"           1.590.804,05",,2.0,RECURSOS VINCULADOS ESTADUAIS,8264863.361370001
002 - RECURSOS VINCULADOS ESTADUAIS,33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA,"             469.499,69",,2.0,RECURSOS VINCULADOS ESTADUAIS,2439238.689426
002 - RECURSOS VINCULADOS ESTADUAIS,33903090 - OUTROS MATERIAIS DE CONSUMO,"           2.961.771,75",,2.0,RECURSOS VINCULADOS ESTADUAIS,15387588.94995
002 - RECURSOS VINCULADOS ESTADUAIS,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"             367.879,08",,2.0,RECURSOS VINCULADOS ESTADUAIS,1911278.9722320002
002 - RECURSOS VINCULADOS ESTADUAIS,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","           5.830.291,99",,2.0,RECURSOS VINCULADOS ESTADUAIS,30290699.004846003
002 - RECURSOS VINCULADOS ESTADUAIS,33903344 - VALE-TRANSPORTE,"             647.492,43",,2.0,RECURSOS VINCULADOS ESTADUAIS,3363982.1708220006
002 - RECURSOS VINCULADOS ESTADUAIS,33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO,"             197.743,50",,2.0,RECURSOS VINCULADOS ESTADUAIS,1027356.5799
002 - RECURSOS VINCULADOS ESTADUAIS,33903350 - LOCOMOçãO DE SERV.POR MEIO DE APLIC.DE TRANS,"                 108,07",,2.0,RECURSOS VINCULADOS ESTADUAIS,561.466878
002 - RECURSOS VINCULADOS ESTADUAIS,"33903501 - OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA","           4.097.752,46",,2.0,RECURSOS VINCULADOS ESTADUAIS,21289463.130684
002 - RECURSOS VINCULADOS ESTADUAIS,33903509 - CONSULTORIA TECNO.DA IMFORMACãO-PJ,"           1.288.973,15",,2.0,RECURSOS VINCULADOS ESTADUAIS,6696731.10351
002 - RECURSOS VINCULADOS ESTADUAIS,33903603 - CONDOMINIO,"              13.200,00",,2.0,RECURSOS VINCULADOS ESTADUAIS,68579.28
002 - RECURSOS VINCULADOS ESTADUAIS,33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS,"           1.454.943,12",,2.0,RECURSOS VINCULADOS ESTADUAIS,7559011.485648001
002 - RECURSOS VINCULADOS ESTADUAIS,33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS,"          40.046.330,90",,2.0,RECURSOS VINCULADOS ESTADUAIS,208056707.55786
002 - RECURSOS VINCULADOS ESTADUAIS,33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS,"          22.659.761,35",,2.0,RECURSOS VINCULADOS ESTADUAIS,117726524.11779001
002 - RECURSOS VINCULADOS ESTADUAIS,33903619 - HONORARIOS ADVOCAT. ASSIST. JUDICIARIA COMPL,"         199.189.812,97",,2.0,RECURSOS VINCULADOS ESTADUAIS,1034870754.3043381
002 - RECURSOS VINCULADOS ESTADUAIS,"33903625 - CURSOS, PALESTRAS","               7.200,00",,2.0,RECURSOS VINCULADOS ESTADUAIS,37406.880000000005
002 - RECURSOS VINCULADOS ESTADUAIS,33903691 - LOCACAO DE IMOVEIS,"           8.590.659,12",,2.0,RECURSOS VINCULADOS ESTADUAIS,44631910.392048
002 - RECURSOS VINCULADOS ESTADUAIS,33903795 - SERVICOS DE VIGILANCIA,"          67.257.274,70",,2.0,RECURSOS VINCULADOS ESTADUAIS,349428444.97638005
002 - RECURSOS VINCULADOS ESTADUAIS,33903796 - SERVICOS DE LIMPEZA,"         127.604.595,44",,2.0,RECURSOS VINCULADOS ESTADUAIS,662956915.148976
002 - RECURSOS VINCULADOS ESTADUAIS,33903799 - OUTROS SERVICOS,"           1.441.271,15",,2.0,RECURSOS VINCULADOS ESTADUAIS,7487980.13271
002 - RECURSOS VINCULADOS ESTADUAIS,33903903 - CONDOMINIOS,"           3.839.465,49",,2.0,RECURSOS VINCULADOS ESTADUAIS,19947559.006746
002 - RECURSOS VINCULADOS ESTADUAIS,33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS,"           9.005.575,40",,2.0,RECURSOS VINCULADOS ESTADUAIS,46787566.43316001
002 - RECURSOS VINCULADOS ESTADUAIS,33903914 - EXAMES LABORATORIAIS,"                 545,01",,2.0,RECURSOS VINCULADOS ESTADUAIS,2831.544954
002 - RECURSOS VINCULADOS ESTADUAIS,33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA,"           2.376.834,44",,2.0,RECURSOS VINCULADOS ESTADUAIS,12348605.649576
002 - RECURSOS VINCULADOS ESTADUAIS,33903918 - PROPAGANDA/PUBLICIDADE,"          25.617.146,87",,2.0,RECURSOS VINCULADOS ESTADUAIS,133091324.84839801
002 - RECURSOS VINCULADOS ESTADUAIS,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"             388.685,25",,2.0,RECURSOS VINCULADOS ESTADUAIS,2019375.34785
002 - RECURSOS VINCULADOS ESTADUAIS,33903922 - LOC.MAQ.REPROGAFICAS C/MAO DE OBRA,"           1.684.832,06",,2.0,RECURSOS VINCULADOS ESTADUAIS,8753376.484524
002 - RECURSOS VINCULADOS ESTADUAIS,33903925 - SERVICOS DE CORREIOS,"          83.534.123,27",,2.0,RECURSOS VINCULADOS ESTADUAIS,433993184.036958
002 - RECURSOS VINCULADOS ESTADUAIS,33903926 - PUBLICIDADE LEGAL,"              69.225,55",,2.0,RECURSOS VINCULADOS ESTADUAIS,359654.42247000005
002 - RECURSOS VINCULADOS ESTADUAIS,33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE,"             281.879,82",,2.0,RECURSOS VINCULADOS ESTADUAIS,1464478.4168280002
002 - RECURSOS VINCULADOS ESTADUAIS,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","              45.717,61",,2.0,RECURSOS VINCULADOS ESTADUAIS,237521.27099400002
002 - RECURSOS VINCULADOS ESTADUAIS,33903940 - FRETES E TRANSPORTES,"             325.933,13",,2.0,RECURSOS VINCULADOS ESTADUAIS,1693352.9836020002
002 - RECURSOS VINCULADOS ESTADUAIS,33903941 - SERVICO DE LAVANDERIA,"               4.900,98",,2.0,RECURSOS VINCULADOS ESTADUAIS,25462.551492
002 - RECURSOS VINCULADOS ESTADUAIS,33903942 - SEGURO DE VIDA,"             334.857,31",,2.0,RECURSOS VINCULADOS ESTADUAIS,1739717.6683740001
002 - RECURSOS VINCULADOS ESTADUAIS,"33903943 - ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM","              31.643,88",,2.0,RECURSOS VINCULADOS ESTADUAIS,164402.61415200002
002 - RECURSOS VINCULADOS ESTADUAIS,33903944 - SEGURO DE VEICULO,"               7.881,41",,2.0,RECURSOS VINCULADOS ESTADUAIS,40947.077514000004
002 - RECURSOS VINCULADOS ESTADUAIS,33903945 - OUTROS SEGUROS,"              22.345,40",,2.0,RECURSOS VINCULADOS ESTADUAIS,116093.29116000001
002 - RECURSOS VINCULADOS ESTADUAIS,"33903946 - SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO","           9.559.475,83",,2.0,RECURSOS VINCULADOS ESTADUAIS,49665300.727182
002 - RECURSOS VINCULADOS ESTADUAIS,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"           5.397.281,65",,2.0,RECURSOS VINCULADOS ESTADUAIS,28041037.084410004
002 - RECURSOS VINCULADOS ESTADUAIS,"33903953 - PROJ.OU PESQ.DE CIENCIA,TECNOLOGIA E INOVACA","               6.205,74",,2.0,RECURSOS VINCULADOS ESTADUAIS,32241.301596
002 - RECURSOS VINCULADOS ESTADUAIS,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","               7.900,00",,2.0,RECURSOS VINCULADOS ESTADUAIS,41043.66
002 - RECURSOS VINCULADOS ESTADUAIS,33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA,"              99.228,50",,2.0,RECURSOS VINCULADOS ESTADUAIS,515531.7489
002 - RECURSOS VINCULADOS ESTADUAIS,33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI,"              34.000,00",,2.0,RECURSOS VINCULADOS ESTADUAIS,176643.6
002 - RECURSOS VINCULADOS ESTADUAIS,"33903958 - AUDIO,VIDEO,FOTO E PROJECAO","              19.349,98",,2.0,RECURSOS VINCULADOS ESTADUAIS,100530.886092
002 - RECURSOS VINCULADOS ESTADUAIS,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"              10.260,00",,2.0,RECURSOS VINCULADOS ESTADUAIS,53304.804000000004
002 - RECURSOS VINCULADOS ESTADUAIS,"33903963 - INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI","             380.511,51",,2.0,RECURSOS VINCULADOS ESTADUAIS,1976909.4990540002
002 - RECURSOS VINCULADOS ESTADUAIS,"33903965 - SERVICOS DE COPA, COPEIRAGEM","             184.324,32",,2.0,RECURSOS VINCULADOS ESTADUAIS,957638.5721280001
002 - RECURSOS VINCULADOS ESTADUAIS,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"              74.972,80",,2.0,RECURSOS VINCULADOS ESTADUAIS,389513.68512000004
002 - RECURSOS VINCULADOS ESTADUAIS,33903978 - MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO,"              34.429,26",,2.0,RECURSOS VINCULADOS ESTADUAIS,178873.77740400002
002 - RECURSOS VINCULADOS ESTADUAIS,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"           1.295.997,45",,2.0,RECURSOS VINCULADOS ESTADUAIS,6733225.15173
002 - RECURSOS VINCULADOS ESTADUAIS,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"          24.411.912,24",,2.0,RECURSOS VINCULADOS ESTADUAIS,126829648.851696
002 - RECURSOS VINCULADOS ESTADUAIS,33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET,"           2.133.170,76",,2.0,RECURSOS VINCULADOS ESTADUAIS,11082675.366503999
002 - RECURSOS VINCULADOS ESTADUAIS,33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC,"         121.813.682,44",,2.0,RECURSOS VINCULADOS ESTADUAIS,632870805.748776
002 - RECURSOS VINCULADOS ESTADUAIS,33903983 - SERVICOS GRAFICOS,"             732.149,92",,2.0,RECURSOS VINCULADOS ESTADUAIS,3803811.6943680006
002 - RECURSOS VINCULADOS ESTADUAIS,33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS,"          37.422.671,11",,2.0,RECURSOS VINCULADOS ESTADUAIS,194425745.484894
002 - RECURSOS VINCULADOS ESTADUAIS,33903988 - HONORARIOS ADVOCAT. ASSIST. JUDICIARIA COMPL,"           1.961.800,49",,2.0,RECURSOS VINCULADOS ESTADUAIS,10192338.265746001
002 - RECURSOS VINCULADOS ESTADUAIS,33903991 - LOCACAO DE IMOVEIS,"          16.714.335,18",,2.0,RECURSOS VINCULADOS ESTADUAIS,86837656.994172
002 - RECURSOS VINCULADOS ESTADUAIS,33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO,"             851.470,01",,2.0,RECURSOS VINCULADOS ESTADUAIS,4423727.289954
002 - RECURSOS VINCULADOS ESTADUAIS,33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO,"           1.657.903,72",,2.0,RECURSOS VINCULADOS ESTADUAIS,8613472.986888
002 - RECURSOS VINCULADOS ESTADUAIS,33903999 - OUTROS SERVICOS DE TERCEIROS,"         484.037.873,06",,2.0,RECURSOS VINCULADOS ESTADUAIS,2514770365.6959243
002 - RECURSOS VINCULADOS ESTADUAIS,33904007 - MANUTENçãO DE SOFTWARE,"             124.335,88",,2.0,RECURSOS VINCULADOS ESTADUAIS,645974.630952
002 - RECURSOS VINCULADOS ESTADUAIS,33904009 - DESENVOLVIMENTO DE SOFTWARE,"           8.738.753,60",,2.0,RECURSOS VINCULADOS ESTADUAIS,45401320.45344
002 - RECURSOS VINCULADOS ESTADUAIS,33904010 - ATUALIZ.OU AQUIS.LICENçA E CESSãO DE SOFTWAR,"          48.688.128,65",,2.0,RECURSOS VINCULADOS ESTADUAIS,252954303.58821002
002 - RECURSOS VINCULADOS ESTADUAIS,33904011 - SUPORTE DE INFRAESTRUTURA,"           5.256.207,94",,2.0,RECURSOS VINCULADOS ESTADUAIS,27308102.731476005
002 - RECURSOS VINCULADOS ESTADUAIS,33904012 - SUPORTE A USUáRIOS DE TI,"          41.038.679,09",,2.0,RECURSOS VINCULADOS ESTADUAIS,213212353.34418604
002 - RECURSOS VINCULADOS ESTADUAIS,33904013 - HOSPEDAGEM DE SISTEMAS,"           5.664.483,70",,2.0,RECURSOS VINCULADOS ESTADUAIS,29429258.61498
002 - RECURSOS VINCULADOS ESTADUAIS,33904014 - LOCAçãO DE EQUIPAMENTOS DE TI,"           1.841.326,97",,2.0,RECURSOS VINCULADOS ESTADUAIS,9566430.139938
002 - RECURSOS VINCULADOS ESTADUAIS,33904015 - MANUTENçãO DE EQUIPAMENTOS DE TI,"          16.432.480,11",,2.0,RECURSOS VINCULADOS ESTADUAIS,85373307.163494
002 - RECURSOS VINCULADOS ESTADUAIS,33904016 - COMUNICAçãO DE DADOS,"           7.783.458,90",,2.0,RECURSOS VINCULADOS ESTADUAIS,40438182.36906
002 - RECURSOS VINCULADOS ESTADUAIS,33904018 - SALA COFRE,"           1.086.956,14",,2.0,RECURSOS VINCULADOS ESTADUAIS,5647171.929756
002 - RECURSOS VINCULADOS ESTADUAIS,33904019 - SERVIçOS DE DIGITAçãO E PREPARAçãO DE DADOS,"             818.798,88",,2.0,RECURSOS VINCULADOS ESTADUAIS,4253987.701152001
002 - RECURSOS VINCULADOS ESTADUAIS,33904020 - SERVIçOS DE TELEFONIA DE VOZ SOBRE IP,"              26.571,20",,2.0,RECURSOS VINCULADOS ESTADUAIS,138048.01248
002 - RECURSOS VINCULADOS ESTADUAIS,33904090 - SERVIçOS DE TECNOLOGIA DA INFORMAçãO,"         327.454.877,28",,2.0,RECURSOS VINCULADOS ESTADUAIS,1701259069.420512
002 - RECURSOS VINCULADOS ESTADUAIS,33904113 - CONTRIBUICOES A AUTARQUIAS E FUNDACOES,"          21.000.220,88",,2.0,RECURSOS VINCULADOS ESTADUAIS,109104547.559952
002 - RECURSOS VINCULADOS ESTADUAIS,33904601 - AUXILIO - ALIMENTACAO,"          14.119.950,17",,2.0,RECURSOS VINCULADOS ESTADUAIS,73358789.11321801
002 - RECURSOS VINCULADOS ESTADUAIS,33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS,"          25.519.712,27",,2.0,RECURSOS VINCULADOS ESTADUAIS,132585113.12755801
002 - RECURSOS VINCULADOS ESTADUAIS,33904713 - IPTU,"             455.470,82",,2.0,RECURSOS VINCULADOS ESTADUAIS,2366353.098228
002 - RECURSOS VINCULADOS ESTADUAIS,33904718 - TAXA DE LIMPEZA PUBLICA,"               2.154,24",,2.0,RECURSOS VINCULADOS ESTADUAIS,11192.138496
002 - RECURSOS VINCULADOS ESTADUAIS,33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA,"           2.247.395,92",,2.0,RECURSOS VINCULADOS ESTADUAIS,11676120.762768
002 - RECURSOS VINCULADOS ESTADUAIS,33904901 - AUXILIO - TRANSPORTE,"           1.982.453,25",,2.0,RECURSOS VINCULADOS ESTADUAIS,10299637.615050001
002 - RECURSOS VINCULADOS ESTADUAIS,33905011 - ENERGIA ELETRICA,"           8.077.091,62",,2.0,RECURSOS VINCULADOS ESTADUAIS,41963721.802548006
