fund_id,fund_name,Receita,Arrecadado,collected_brl
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17289911 - OUTRAS TRANSFERENCIAS DOS ESTADOS - PRINCIPA,"16899518,1",87799756.33674002
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17389911 - OUTRAS TRANSFERERENCIAS MUNIC. - PRINCIPAL,"628759,56",3266657.4180240002
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17481011 - OUTRA TRANSF.INST.PRIV. AO E/DF/M-PRINCIPAL,"124318817,64",645885985.166856
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17681011 - OUTRAS TRANSF.CONVENIOS EXTERIOR-PRINCIPAL,"22430,59",116535.88728600001
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17781011 - OUTRA TRANSF.CONV.EXTERIOR-ESPEC E/DF/M-PRIN,"45327,74",235495.740396
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,"77341242,59",401818691.75208604
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19100611 - MULTA ADM.POR DANOS AMBIENTAIS-PRINCIPAL,28533100,148240867.74
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19100911 - MULTAS JUROS PREVISTOS EM CONTRATOS-PRINCIPA,"351048,07",1823835.1428780002
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19210111 - INDENIZACAO DANOS CAUSADOS A PATRIM.PUB-PRIN,"116502,61",605277.659994
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229911 - OUTRAS RESTITUIC,"9721809,09",50508686.946186
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19280111 - INDENIZAC,"1287071,87",6686853.193398001
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,"404127102,83",2099601950.042982
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19901211 - ENCARGOS LEGAIS INSCR. DIV.ATIVA-PRINCIPAL,"525667,57",2731053.293178
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,"288815511,98",1500512110.9408922
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909912 - OUTRAS RECEITAS - PRIMARIAS - MULTAS E JUROS,"115128,73",598139.803842
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909921 - OUTRAS RECEITAS - FINANCEIRAS - PRINCIPAL,0,0.0
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22130011 - ALIENACAO BENS MOVEIS/SEMOVENTES- PRINCIPAL,"46658315,39",242408611.777206
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22200011 - ALIENACAO DE BENS IMOVEIS - PRINCIPAL,"742431,51",3857228.6670540003
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,23000611 - AMORTIZACAO EMPRESTIMO CONTRATUAL-PRINCIPAL,"3676544,87",19101121.217598002
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,24281021 - TRANSF.CONVENIO ESTADOS AO PROG. EDUC-PRINC,"92552,34",480846.427236
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,29900011 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL,"25022622,03",130002530.49466202
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,72180141 - CONTR.PATR.-PAGTO SENT.JUD.-RPPS,"630359,87",3274971.668598
5.0,RECURSOS VINCULADOS FEDERAIS,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,"12216,16",63467.837664
5.0,RECURSOS VINCULADOS FEDERAIS,11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL,"47,25",245.48265
5.0,RECURSOS VINCULADOS FEDERAIS,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"68525137,74",356015500.614396
5.0,RECURSOS VINCULADOS FEDERAIS,17180171 - COTA-PARTE CIDE-CONT.INTERV. DOM.ECON.-PRINC,"143989219,79",748081592.496966
5.0,RECURSOS VINCULADOS FEDERAIS,17180351 - TRANSFERENCIA REC.SUS-GESTAO SUS - PRINCIPAL,"1760019458,19",9144005093.080326
5.0,RECURSOS VINCULADOS FEDERAIS,17180391 - TRANSF.REC.SUS-OUTRO PROG.TRANSF FDO/FDO-PRI,"3320851814,6",17253153517.57284
5.0,RECURSOS VINCULADOS FEDERAIS,17180511 - TRANSFERENCIA DO SALARIO-EDUCACAO - PRINCIPA,"2017084336,41",10479559961.384516
5.0,RECURSOS VINCULADOS FEDERAIS,17180521 - TRANF.DIRETA FNDE-PROG.DINHEIRO ESCOLA-PRINC,"61510961,48",319574049.273192
5.0,RECURSOS VINCULADOS FEDERAIS,17180531 - TRANF.DIRETA FNDE-PROG.NAC.ALIM. ESCOLA-PRIN,"180984572,11",940287245.9402941
5.0,RECURSOS VINCULADOS FEDERAIS,17180591 - OUTRAS TRANSF. DIRETAS DO FNDE - PRINCIPAL,"21244771,85",110375087.66949001
5.0,RECURSOS VINCULADOS FEDERAIS,17180811 - TRANSF.ADVINDA EMENDA PARLAM. INDIV-PRINCIPA,400000,2078160.0
5.0,RECURSOS VINCULADOS FEDERAIS,17181011 - TRANSF.CONVENIOS UNIAO PARA  SUS - PRINCIPAL,0,0.0
5.0,RECURSOS VINCULADOS FEDERAIS,17181021 - TRANSF.CONVENIO UNIAO A PROG.EDUCACAO-PRINC.,"254868,2",1324142.24628
5.0,RECURSOS VINCULADOS FEDERAIS,17181091 - OUTRAS TRANSF.CONVENIOS UNIAO - PRINCIPAL,"173145240,7",899558783.5327799
5.0,RECURSOS VINCULADOS FEDERAIS,17181211 - TRANSF.REC.FNAS-FDO NAC. ASSIST.SOC-PRINCIPA,1580100,8209251.54
5.0,RECURSOS VINCULADOS FEDERAIS,17189911 - OUTRAS TRANSFERENCIAS DA UNIAO - PRINCIPAL,"45037822,47",233989502.860638
5.0,RECURSOS VINCULADOS FEDERAIS,17281091 - OUTRAS TRANSF.CONVENIOS ESTADO-PRINCIPAL,"2549,96",13248.062184
5.0,RECURSOS VINCULADOS FEDERAIS,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,"87034,56",452179.353024
5.0,RECURSOS VINCULADOS FEDERAIS,19100911 - MULTAS JUROS PREVISTOS EM CONTRATOS-PRINCIPA,"31,87",165.57739800000002
5.0,RECURSOS VINCULADOS FEDERAIS,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,"7502630,53",38979166.655562006
5.0,RECURSOS VINCULADOS FEDERAIS,19900311 - COMPENSACAO FIN. ENTRE RGPS E RPPS-PRINCIPAL,"249866239,47",1298155060.542438
5.0,RECURSOS VINCULADOS FEDERAIS,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,"7869241,66",40883858.120364
5.0,RECURSOS VINCULADOS FEDERAIS,19909921 - OUTRAS RECEITAS - FINANCEIRAS - PRINCIPAL,0,0.0
5.0,RECURSOS VINCULADOS FEDERAIS,24180451 - TRANSF.RECURSOS SUS A GESTAO DO SUS-PRINCIPA,"761922,13",3958490.2342020003
5.0,RECURSOS VINCULADOS FEDERAIS,24180461 - OUTRAS TRANSFERENCIAS RECURSOS SUS-PRINCIPAL,"43124510,47",224049081.695838
5.0,RECURSOS VINCULADOS FEDERAIS,24181011 - TRANSF.CONVENIO DA UNIAO AO SUS-PRINCIPAL,1456060,7564814.124000001
5.0,RECURSOS VINCULADOS FEDERAIS,24181091 - OUTRAS TRANSF.CONVENIOS DA UNIAO-PRINCIPAL,"480230118,19",2494987556.0443263
6.0,OUTRAS FONTES DE RECURSOS,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,"198987,31",1033818.670374
6.0,OUTRAS FONTES DE RECURSOS,11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL,"13923,44",72337.84017600001
6.0,OUTRAS FONTES DE RECURSOS,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"0,01",0.051954
6.0,OUTRAS FONTES DE RECURSOS,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,"4570,58",23745.991332
6.0,OUTRAS FONTES DE RECURSOS,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,"1091474045,31",5670644255.003574
7.0,OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"105360136,2",547388051.6134801
7.0,OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,17180351 - TRANSFERENCIA REC.SUS-GESTAO SUS - PRINCIPAL,0,0.0
7.0,OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,"371714,87",1931207.435598
7.0,OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,19901111 - VARIACAO CAMBIAL - PRINCIPAL,"21334791,81",110842777.369674
7.0,OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21120011 - OPERACAO CRED.CONTRATUAL-MERC.INTERNO-PRINC,"706609812,5",3671120619.8625
7.0,OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21180121 - OPERACAO CRED.INTERNO A PROG. SAUDE-PRINC,"6380117,58",33147262.875132002
7.0,OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21220011 - OPERACAO CRED.CONTRATUAL-MERC.EXTERNO-PRINC,"1192871211,1",6197443090.14894
7.0,OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21280121 - OPERACAO CRED.EXTERNO A PROG. SAUDE-PRINC,"153135347,71",795599385.492534
7.0,OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21280131 - OPERACAO CRED.EXTERNO A PROG. SANEAM-PRINC,"23907579,11",124209436.508094
7.0,OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21280141 - OPERACAO CRED.EXTERNO A PROG.MEIO AMB-PRINC,"172592483,47",896686988.620038
41.0,TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,0,0.0
41.0,TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"0,01",0.051954
41.0,TESOURO - CREDITO POR SUPERAVIT FINANCEIRO,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,0,0.0
42.0,REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,0,0.0
42.0,REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"5354,08",27816.587232
42.0,REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,0,0.0
42.0,REC.VINC.ESTADUAIS-CRED.SUPERAVIT FINANCEIRO,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,0,0.0
43.0,F.E.D - CREDITO POR SUPERAVIT FINANCEIRO,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,0,0.0
44.0,REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"555962,32",2888446.637328
44.0,REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,13450111 - OUTORGA DIREITO USO REC. HIDRICOS-PRINCIPAL,"4,8",24.937920000000002
44.0,REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,17481011 - OUTRA TRANSF.INST.PRIV. AO E/DF/M-PRINCIPAL,"16881,72",87707.28808800002
44.0,REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,"1190,98",6187.617492
44.0,REC.PROP.ADM.IND-CRED.P/SUPERVAVIT FINANCEIR,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,"1824,98",9481.501092
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL,0,0.0
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"4,56",23.691024
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,17180511 - TRANSFERENCIA DO SALARIO-EDUCACAO - PRINCIPA,0,0.0
45.0,REC.VINC.TRANSF.FEDERAL/SUPERAVIT FINANC.,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,"126,07",654.984078
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,0,0.0
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"110,26",572.8448040000001
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,0,0.0
47.0,REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,"47621156,92",247410958.66216803
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,0,0.0
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,11130311 - IRRF-IMP. RENDA RET. FTE-TRABALHO-PRINCIPAL,"10002119,33",51965010.767082006
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL,0,0.0
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,12180121 - CPSSS-SERV.CIVIL INATIVO - PRINCIPAL,"331,41",1721.8075140000003
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,13100111 - ALUGUEIS E ARRENDAMENTOS - PRINCIPAL,0,0.0
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,"14314,66",74370.384564
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,0,0.0
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,"13826,88",71836.172352
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,72180311 - CPSSS PATRON-SERV.CIV.ATIVO - PRINCIPAL INTR,"5860714248,15",30448754804.83851
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,72180711 - CONTRIB.PATRONAL-MILITAR ATIVO-PRINC INTRA,"1147646092,58",5962480509.390132
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,72199931 - DEMAIS CONTRIBUICOES SOCIAIS - INSUFICIENCIA,"21853823216,43",113539353138.64043
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,76100111 - SERVICOS ADM/COM. GERAIS-PRINCIPAL INTRA,"101746783,35",528615238.21659
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,76380191 - OUTROS SERVICOS DE SAUDE-PRINCIPAL INTRA,"1300545972,74",6756856546.7733965
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,76909911 - OUTROS SERVICOS -PRINCIPAL INTRAORCAMENTARIA,"110380284,1",573469728.01314
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,79220311 - RESTITUICAO BENEFICIOS PREV-PRINCIPAL INTRA,"3826,09",19878.067986000002
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,79229911 - OUTRAS RESTITUICOES-PRINC INTRAORCAMENTARIAS,"336971056,6",1750699427.4596403
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,"196542192,36",1021115306.1871442
81.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,89900011 - DEMAIS RECEITAS DE CAPITAL-PRINCIPAL INTRA,"29097212,89",151171659.848706
82.0,RECURSOS VINCULADOS ESTADUAIS-INTRA,72180311 - CPSSS PATRON-SERV.CIV.ATIVO - PRINCIPAL INTR,"189805098,62",986113409.3703481
82.0,RECURSOS VINCULADOS ESTADUAIS-INTRA,72199931 - DEMAIS CONTRIBUICOES SOCIAIS - INSUFICIENCIA,"216365188,9",1124103702.41106
83.0,RECURSOS VINCULADOS-FUNDO ESP. DESPESA-INTRA,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"139587,84",725214.663936
83.0,RECURSOS VINCULADOS-FUNDO ESP. DESPESA-INTRA,76909911 - OUTROS SERVICOS -PRINCIPAL INTRAORCAMENTARIA,"36335969,4",188779895.42076
83.0,RECURSOS VINCULADOS-FUNDO ESP. DESPESA-INTRA,89900011 - DEMAIS RECEITAS DE CAPITAL-PRINCIPAL INTRA,"11267431,79",58538815.121766
84.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.-INTRA,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"68312,35",354909.98319000006
84.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.-INTRA,72180311 - CPSSS PATRON-SERV.CIV.ATIVO - PRINCIPAL INTR,"563691,68",2928603.7542720004
84.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.-INTRA,74000011 - RECEITA AGROPECUARIA - PRINCIPAL INTRAORCAME,"3744291,08",19453089.877032
85.0,RECURSOS VINCULADOS FEDERAIS-INTRA,72199931 - DEMAIS CONTRIBUICOES SOCIAIS - INSUFICIENCIA,"8215689,49",42683793.176346004
85.0,RECURSOS VINCULADOS FEDERAIS-INTRA,76909911 - OUTROS SERVICOS -PRINCIPAL INTRAORCAMENTARIA,"142483375,1",740258126.99454
85.0,RECURSOS VINCULADOS FEDERAIS-INTRA,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,"62713271,63",325820531.42650205
85.0,RECURSOS VINCULADOS FEDERAIS-INTRA,89900011 - DEMAIS RECEITAS DE CAPITAL-PRINCIPAL INTRA,"12392104,67",64381940.602518
86.0,OUTRAS FONTES DE RECURSOS-INTRA,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,"137377128,78",713729134.863612
87.0,OP.CRED.CONTR.EXTERIOR-DOT.INIC.CR.SUP-INTRA,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,"46441531,83",241282334.469582
99.0,EXTRA ORCAMENTARIA,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,0,0.0
,,TOTAL,"257443703586,69",1337523017614.2893
