fund_id,fund_name,Despesa,Liquidado,liquidated_brl
2.0,RECURSOS VINCULADOS ESTADUAIS,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"              72.304,04",375648.409416
2.0,RECURSOS VINCULADOS ESTADUAIS,33903019 - LUBRIFICANTE AUTOMOTIVO,"              70.303,70",365255.84298
2.0,RECURSOS VINCULADOS ESTADUAIS,33903021 - GASOLINA AUTOMOTIVA,"             355.668,17",1847838.410418
2.0,RECURSOS VINCULADOS ESTADUAIS,33903022 - DIESEL AUTOMOTIVO,"             142.488,05",740282.4149699999
2.0,RECURSOS VINCULADOS ESTADUAIS,33903023 - ETANOL AUTOMOTIVO,"             101.754,62",528655.952748
2.0,RECURSOS VINCULADOS ESTADUAIS,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"              63.751,85",331216.36149
2.0,RECURSOS VINCULADOS ESTADUAIS,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"           1.515.109,59",7871600.363886001
2.0,RECURSOS VINCULADOS ESTADUAIS,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"           2.000.000,00",10390800.0
2.0,RECURSOS VINCULADOS ESTADUAIS,33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS,"             895.132,30",4650570.35142
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","              68.234,86",354507.391644
2.0,RECURSOS VINCULADOS ESTADUAIS,33903032 - MATERIAL DE USO LABORATORIAL,"           1.451.785,72",7542607.529688
2.0,RECURSOS VINCULADOS ESTADUAIS,33903034 - MATERIAL DE USO VETERINARIO,"               2.616,72",13594.907088
2.0,RECURSOS VINCULADOS ESTADUAIS,33903039 - MATERIAL ESPORTIVO E DE LAZER,"              75.400,00",391733.16000000003
2.0,RECURSOS VINCULADOS ESTADUAIS,33903040 - MATERIAL EDUCATIVO E CULTURAL,"              35.266,54",183223.781916
2.0,RECURSOS VINCULADOS ESTADUAIS,33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS,"          10.572.186,45",54926737.48233
2.0,RECURSOS VINCULADOS ESTADUAIS,33903042 - MATERIAL PARA FOTOGRAFIA E FILMAGEM,"               4.109,45",21350.23653
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903043 - LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA","               3.250,00",16885.05
2.0,RECURSOS VINCULADOS ESTADUAIS,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"           5.918.960,82",30751369.044228002
2.0,RECURSOS VINCULADOS ESTADUAIS,33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ,"              16.176,64",84044.115456
2.0,RECURSOS VINCULADOS ESTADUAIS,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"             835.698,35",4341787.20759
2.0,RECURSOS VINCULADOS ESTADUAIS,33903053 - PECAS E ACESSORIOS PARA VIATURAS POLICIAIS,"           3.199.233,26",16621296.479004
2.0,RECURSOS VINCULADOS ESTADUAIS,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"              49.829,59",258884.651886
2.0,RECURSOS VINCULADOS ESTADUAIS,33903055 - MATERIAL PARA TELECOMUNICACOES,"              74.720,86",388204.75604400004
2.0,RECURSOS VINCULADOS ESTADUAIS,33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA,"           1.556.291,09",8085554.728986001
2.0,RECURSOS VINCULADOS ESTADUAIS,33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA,"             552.339,79",2869626.144966
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903063 - FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT","             740.076,00",3844990.8504000003
2.0,RECURSOS VINCULADOS ESTADUAIS,33903064 - PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO,"           1.590.804,05",8264863.361370001
2.0,RECURSOS VINCULADOS ESTADUAIS,33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA,"             469.499,69",2439238.689426
2.0,RECURSOS VINCULADOS ESTADUAIS,33903090 - OUTROS MATERIAIS DE CONSUMO,"           2.961.771,75",15387588.94995
2.0,RECURSOS VINCULADOS ESTADUAIS,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"             367.879,08",1911278.9722320002
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","           5.830.291,99",30290699.004846003
2.0,RECURSOS VINCULADOS ESTADUAIS,33903344 - VALE-TRANSPORTE,"             647.492,43",3363982.1708220006
2.0,RECURSOS VINCULADOS ESTADUAIS,33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO,"             197.743,50",1027356.5799
2.0,RECURSOS VINCULADOS ESTADUAIS,33903350 - LOCOMOçãO DE SERV.POR MEIO DE APLIC.DE TRANS,"                 108,07",561.466878
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903501 - OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA","           4.097.752,46",21289463.130684
2.0,RECURSOS VINCULADOS ESTADUAIS,33903509 - CONSULTORIA TECNO.DA IMFORMACãO-PJ,"           1.288.973,15",6696731.10351
2.0,RECURSOS VINCULADOS ESTADUAIS,33903603 - CONDOMINIO,"              13.200,00",68579.28
2.0,RECURSOS VINCULADOS ESTADUAIS,33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS,"           1.454.943,12",7559011.485648001
2.0,RECURSOS VINCULADOS ESTADUAIS,33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS,"          40.046.330,90",208056707.55786
2.0,RECURSOS VINCULADOS ESTADUAIS,33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS,"          22.659.761,35",117726524.11779001
2.0,RECURSOS VINCULADOS ESTADUAIS,33903619 - HONORARIOS ADVOCAT. ASSIST. JUDICIARIA COMPL,"         199.189.812,97",1034870754.3043381
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903625 - CURSOS, PALESTRAS","               7.200,00",37406.880000000005
2.0,RECURSOS VINCULADOS ESTADUAIS,33903691 - LOCACAO DE IMOVEIS,"           8.590.659,12",44631910.392048
2.0,RECURSOS VINCULADOS ESTADUAIS,33903795 - SERVICOS DE VIGILANCIA,"          67.257.274,70",349428444.97638005
2.0,RECURSOS VINCULADOS ESTADUAIS,33903796 - SERVICOS DE LIMPEZA,"         127.604.595,44",662956915.148976
2.0,RECURSOS VINCULADOS ESTADUAIS,33903799 - OUTROS SERVICOS,"           1.441.271,15",7487980.13271
2.0,RECURSOS VINCULADOS ESTADUAIS,33903903 - CONDOMINIOS,"           3.839.465,49",19947559.006746
2.0,RECURSOS VINCULADOS ESTADUAIS,33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS,"           9.005.575,40",46787566.43316001
2.0,RECURSOS VINCULADOS ESTADUAIS,33903914 - EXAMES LABORATORIAIS,"                 545,01",2831.544954
2.0,RECURSOS VINCULADOS ESTADUAIS,33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA,"           2.376.834,44",12348605.649576
2.0,RECURSOS VINCULADOS ESTADUAIS,33903918 - PROPAGANDA/PUBLICIDADE,"          25.617.146,87",133091324.84839801
2.0,RECURSOS VINCULADOS ESTADUAIS,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"             388.685,25",2019375.34785
2.0,RECURSOS VINCULADOS ESTADUAIS,33903922 - LOC.MAQ.REPROGAFICAS C/MAO DE OBRA,"           1.684.832,06",8753376.484524
2.0,RECURSOS VINCULADOS ESTADUAIS,33903925 - SERVICOS DE CORREIOS,"          83.534.123,27",433993184.036958
2.0,RECURSOS VINCULADOS ESTADUAIS,33903926 - PUBLICIDADE LEGAL,"              69.225,55",359654.42247000005
2.0,RECURSOS VINCULADOS ESTADUAIS,33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE,"             281.879,82",1464478.4168280002
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","              45.717,61",237521.27099400002
2.0,RECURSOS VINCULADOS ESTADUAIS,33903940 - FRETES E TRANSPORTES,"             325.933,13",1693352.9836020002
2.0,RECURSOS VINCULADOS ESTADUAIS,33903941 - SERVICO DE LAVANDERIA,"               4.900,98",25462.551492
2.0,RECURSOS VINCULADOS ESTADUAIS,33903942 - SEGURO DE VIDA,"             334.857,31",1739717.6683740001
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903943 - ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM","              31.643,88",164402.61415200002
2.0,RECURSOS VINCULADOS ESTADUAIS,33903944 - SEGURO DE VEICULO,"               7.881,41",40947.077514000004
2.0,RECURSOS VINCULADOS ESTADUAIS,33903945 - OUTROS SEGUROS,"              22.345,40",116093.29116000001
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903946 - SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO","           9.559.475,83",49665300.727182
2.0,RECURSOS VINCULADOS ESTADUAIS,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"           5.397.281,65",28041037.084410004
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903953 - PROJ.OU PESQ.DE CIENCIA,TECNOLOGIA E INOVACA","               6.205,74",32241.301596
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","               7.900,00",41043.66
2.0,RECURSOS VINCULADOS ESTADUAIS,33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA,"              99.228,50",515531.7489
2.0,RECURSOS VINCULADOS ESTADUAIS,33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI,"              34.000,00",176643.6
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903958 - AUDIO,VIDEO,FOTO E PROJECAO","              19.349,98",100530.886092
2.0,RECURSOS VINCULADOS ESTADUAIS,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"              10.260,00",53304.804000000004
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903963 - INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI","             380.511,51",1976909.4990540002
2.0,RECURSOS VINCULADOS ESTADUAIS,"33903965 - SERVICOS DE COPA, COPEIRAGEM","             184.324,32",957638.5721280001
2.0,RECURSOS VINCULADOS ESTADUAIS,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"              74.972,80",389513.68512000004
2.0,RECURSOS VINCULADOS ESTADUAIS,33903978 - MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO,"              34.429,26",178873.77740400002
2.0,RECURSOS VINCULADOS ESTADUAIS,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"           1.295.997,45",6733225.15173
2.0,RECURSOS VINCULADOS ESTADUAIS,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"          24.411.912,24",126829648.851696
2.0,RECURSOS VINCULADOS ESTADUAIS,33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET,"           2.133.170,76",11082675.366503999
2.0,RECURSOS VINCULADOS ESTADUAIS,33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC,"         121.813.682,44",632870805.748776
2.0,RECURSOS VINCULADOS ESTADUAIS,33903983 - SERVICOS GRAFICOS,"             732.149,92",3803811.6943680006
2.0,RECURSOS VINCULADOS ESTADUAIS,33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS,"          37.422.671,11",194425745.484894
2.0,RECURSOS VINCULADOS ESTADUAIS,33903988 - HONORARIOS ADVOCAT. ASSIST. JUDICIARIA COMPL,"           1.961.800,49",10192338.265746001
2.0,RECURSOS VINCULADOS ESTADUAIS,33903991 - LOCACAO DE IMOVEIS,"          16.714.335,18",86837656.994172
2.0,RECURSOS VINCULADOS ESTADUAIS,33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO,"             851.470,01",4423727.289954
2.0,RECURSOS VINCULADOS ESTADUAIS,33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO,"           1.657.903,72",8613472.986888
2.0,RECURSOS VINCULADOS ESTADUAIS,33903999 - OUTROS SERVICOS DE TERCEIROS,"         484.037.873,06",2514770365.6959243
2.0,RECURSOS VINCULADOS ESTADUAIS,33904007 - MANUTENçãO DE SOFTWARE,"             124.335,88",645974.630952
2.0,RECURSOS VINCULADOS ESTADUAIS,33904009 - DESENVOLVIMENTO DE SOFTWARE,"           8.738.753,60",45401320.45344
2.0,RECURSOS VINCULADOS ESTADUAIS,33904010 - ATUALIZ.OU AQUIS.LICENçA E CESSãO DE SOFTWAR,"          48.688.128,65",252954303.58821002
2.0,RECURSOS VINCULADOS ESTADUAIS,33904011 - SUPORTE DE INFRAESTRUTURA,"           5.256.207,94",27308102.731476005
2.0,RECURSOS VINCULADOS ESTADUAIS,33904012 - SUPORTE A USUáRIOS DE TI,"          41.038.679,09",213212353.34418604
2.0,RECURSOS VINCULADOS ESTADUAIS,33904013 - HOSPEDAGEM DE SISTEMAS,"           5.664.483,70",29429258.61498
2.0,RECURSOS VINCULADOS ESTADUAIS,33904014 - LOCAçãO DE EQUIPAMENTOS DE TI,"           1.841.326,97",9566430.139938
2.0,RECURSOS VINCULADOS ESTADUAIS,33904015 - MANUTENçãO DE EQUIPAMENTOS DE TI,"          16.432.480,11",85373307.163494
2.0,RECURSOS VINCULADOS ESTADUAIS,33904016 - COMUNICAçãO DE DADOS,"           7.783.458,90",40438182.36906
2.0,RECURSOS VINCULADOS ESTADUAIS,33904018 - SALA COFRE,"           1.086.956,14",5647171.929756
2.0,RECURSOS VINCULADOS ESTADUAIS,33904019 - SERVIçOS DE DIGITAçãO E PREPARAçãO DE DADOS,"             818.798,88",4253987.701152001
2.0,RECURSOS VINCULADOS ESTADUAIS,33904020 - SERVIçOS DE TELEFONIA DE VOZ SOBRE IP,"              26.571,20",138048.01248
2.0,RECURSOS VINCULADOS ESTADUAIS,33904090 - SERVIçOS DE TECNOLOGIA DA INFORMAçãO,"         327.454.877,28",1701259069.420512
2.0,RECURSOS VINCULADOS ESTADUAIS,33904113 - CONTRIBUICOES A AUTARQUIAS E FUNDACOES,"          21.000.220,88",109104547.559952
2.0,RECURSOS VINCULADOS ESTADUAIS,33904601 - AUXILIO - ALIMENTACAO,"          14.119.950,17",73358789.11321801
2.0,RECURSOS VINCULADOS ESTADUAIS,33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS,"          25.519.712,27",132585113.12755801
2.0,RECURSOS VINCULADOS ESTADUAIS,33904713 - IPTU,"             455.470,82",2366353.098228
2.0,RECURSOS VINCULADOS ESTADUAIS,33904718 - TAXA DE LIMPEZA PUBLICA,"               2.154,24",11192.138496
2.0,RECURSOS VINCULADOS ESTADUAIS,33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA,"           2.247.395,92",11676120.762768
2.0,RECURSOS VINCULADOS ESTADUAIS,33904901 - AUXILIO - TRANSPORTE,"           1.982.453,25",10299637.615050001
2.0,RECURSOS VINCULADOS ESTADUAIS,33905011 - ENERGIA ELETRICA,"           8.077.091,62",41963721.802548006
2.0,RECURSOS VINCULADOS ESTADUAIS,33905012 - TELEFONIA FIXA,"           3.359.952,31",17456296.231374
2.0,RECURSOS VINCULADOS ESTADUAIS,33905013 - AGUA E ESGOTOS,"           1.705.587,32",8861208.362328
2.0,RECURSOS VINCULADOS ESTADUAIS,33905014 - GAS ENCANADO,"               2.488,34",12927.921636000001
2.0,RECURSOS VINCULADOS ESTADUAIS,33905015 - OUTROS SERVICOS DE UTILIDADE PUBLICA,"               1.273,20",6614.783280000001
2.0,RECURSOS VINCULADOS ESTADUAIS,33905017 - TELEFONIA MOVEL CELULAR,"             255.084,64",1325266.7386560002
2.0,RECURSOS VINCULADOS ESTADUAIS,33909214 - LIMPEZA,"           1.135.631,20",5900058.33648
2.0,RECURSOS VINCULADOS ESTADUAIS,33909215 - VIGILANCIA,"             459.588,21",2387744.586234
2.0,RECURSOS VINCULADOS ESTADUAIS,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"           2.201.521,11",11437782.774894
2.0,RECURSOS VINCULADOS ESTADUAIS,33909221 - DIARIAS,"               4.968,56",25813.656624000003
2.0,RECURSOS VINCULADOS ESTADUAIS,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"             683.837,78",3552810.8022120004
2.0,RECURSOS VINCULADOS ESTADUAIS,33909308 - RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGIC,"              20.171,74",104800.25799600001
2.0,RECURSOS VINCULADOS ESTADUAIS,33909317 - INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST,"             319.290,77",1658843.2664580003
2.0,RECURSOS VINCULADOS ESTADUAIS,33909320 - CUSTEIO DILIGENCIAS DOS OFIC.DE JUSTICA,"         201.090.691,40",1044746578.09956
2.0,RECURSOS VINCULADOS ESTADUAIS,44405101 - TRANSFERENCIAS A MUNICIPIOS-OBRAS,"          12.766.599,92",66327593.224368006
2.0,RECURSOS VINCULADOS ESTADUAIS,44405201 - TRANSF.A MUNICIPIOS-EQUIP.MATER.PERMANENTE,"           5.912.908,30",30719923.78182
2.0,RECURSOS VINCULADOS ESTADUAIS,44904061 - MELHORIA DE EQUIPAMENTO DE TI,"              50.000,00",259770.0
2.0,RECURSOS VINCULADOS ESTADUAIS,44904062 - AQUISIçãO DE SOFTWARE,"           4.243.344,22",22045870.560588
2.0,RECURSOS VINCULADOS ESTADUAIS,44904201 - AUXILIOS PARA DESPESAS DE CAPITAL,"         227.032.493,95",1179524619.06783
2.0,RECURSOS VINCULADOS ESTADUAIS,44905110 - ESTUDOS E PROJETOS,"             961.767,99",4996769.4152460005
2.0,RECURSOS VINCULADOS ESTADUAIS,44905111 - GERENCIAMENTO DE OBRAS,"             167.908,35",872351.04159
2.0,RECURSOS VINCULADOS ESTADUAIS,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"          11.198.664,67",58181542.426518
2.0,RECURSOS VINCULADOS ESTADUAIS,44905131 - DESAPROPRIACOES,"          11.741.271,78",61000603.405812
2.0,RECURSOS VINCULADOS ESTADUAIS,44905210 - VEICULOS DIVERSOS,"             393.581,02",2044810.8313080003
2.0,RECURSOS VINCULADOS ESTADUAIS,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMACãO,"          15.761.435,26",81886960.749804
2.0,RECURSOS VINCULADOS ESTADUAIS,44905232 - MOBILIARIO EM GERAL,"           6.980.809,64",36268098.403656
2.0,RECURSOS VINCULADOS ESTADUAIS,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"           4.705.175,28",24445267.649712004
2.0,RECURSOS VINCULADOS ESTADUAIS,"44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","               2.628,00",13653.5112
2.0,RECURSOS VINCULADOS ESTADUAIS,44909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"              33.752,31",175356.75137399998
2.0,RECURSOS VINCULADOS ESTADUAIS,45906630 - EMPRESTIMOS E FINANCIAMENTOS DIVERSOS,"             828.802,16",4305958.742064
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31900119 - ATRASADOS-OUTROS PODERES/MINIST.PUBLICO,"          95.365.297,42",495460866.21586806
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31901112 - PESSOAL CIVIL PAGO PELA UNIDADE,"           1.471.938,04",7647306.893016
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO,"             107.487,61",558441.128994
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS,"              49.382,20",256560.28188
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31901133 - VENCITOS.ATRASADOS-OUTR.PODERES E MINIST.PUB,"          38.822.370,94",201697745.98167598
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO,"             119.499,67",620848.5855180001
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT,"             364.086,79",1891576.508766
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31901611 - VERBA HONORARIA,"          55.315.253,09",287384865.903786
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31901612 - VERBA HONORARIA-13 SALARIO,"             166.341,10",864208.5509400001
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31909416 - OUTRAS INDENIZACOES DE PESSOAL,"         130.494.204,90",677969592.1374601
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31909434 - REEMB.FERIAS-OUTRO PODER E MIN.PUBL.-ATIVOS,"         686.698.244,43",3567672059.111622
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,31909435 - REMB.FERIAS-OUTRO PODER E MIN.PUBLI-INATIVOS,"          51.308.060,64",266565898.249056
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33403001 - TRANSF.PARA MATERIAL DE CONSUMO,"             102.272,25",531345.24765
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33403901 - TRANSFERENCIAS PARA SERVICOS,"           4.904.716,53",25481964.259962004
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33413999 - OUTROS SERVICOS DE TERCEIROS,"          45.508.175,53",236433175.148562
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33504105 - CONTRIB.APM LIQUID. DEB.TRAB. LEI 14.689,"             134.248,23",697473.2541420001
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33504374 - CONV.C/UNIV.E FACULD.S/FINS LUCRATIVOS,"           2.168.988,77",11268764.255658
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33504379 - CONVENIOS COM ORGANIZACOES SOCIAIS,"          42.887.792,79",222819238.661166
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33504381 - TERMO DE COLABORACAO COM ORGS.SOCIEDADE CIVI,"           2.879.450,54",14959897.335516
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33504390 - OUTRAS SUBVENCOES SOCIAIS,"          10.492.457,39",54512513.124006
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33900810 - AUXILIO-CRECHE E AUXILIO-ESCOLA,"          11.340.657,00",58919249.3778
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33900841 - AUXILIO FUNERAL - OUTROS PODERES,"             696.027,88",3616143.247752
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33900844 - AUXILIO FUNERAL - OUTROS PODERES - INATIVOS,"           3.716.789,91",19310210.298414003
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33900846 - AUXILIO SAUDE - OUTROS PODERES,"         166.487.448,00",864968887.3392
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33901401 - DIARIAS PESSOAL CIVIL,"           7.203.589,37",37425528.212898
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33901416 - DIARIAS NO EXTERIOR,"              47.566,09",247124.86398599998
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33901501 - DIARIAS PESSOAL MILITAR,"             187.936,79",976406.7987660001
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33901503 - DIARIA ESP JORN EXT TRAB POL. MILITAR-DEJEM,"          18.974.991,78",98582672.293812
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA,"             380.127,36",1974913.686144
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903010 - GENEROS ALIMENTICIOS,"           9.437.623,77",49032230.534658
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903012 - MATERIAL DE CAMA, MESA E BANHO","              77.380,10",402020.57154000003
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","             778.741,93",4045875.8231220003
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903014 - MATERIAL DE LIMPEZA,"             393.033,31",2041965.258774
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903015 - ARTIGOS DE HIGIENE PESSOAL,"           3.026.634,66",15724577.712564
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"             560.883,00",2914011.5382000003
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903019 - LUBRIFICANTE AUTOMOTIVO,"              29.960,62",155657.405148
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903021 - GASOLINA AUTOMOTIVA,"              39.108,06",203182.014924
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903022 - DIESEL AUTOMOTIVO,"             399.532,96",2075733.5403840002
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903023 - ETANOL AUTOMOTIVO,"             534.930,37",2779177.244298
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"             531.091,00",2759230.1814
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"             465.684,59",2419417.718886
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903026 - CESTAS BASICAS,"             482.420,29",2506366.374666
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"           6.144.815,48",31924774.344792005
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"           1.563.194,83",8121422.419782001
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903029 - OUTROS COMBUSTIVEIS E LUBRIFICANTES-REEMBOLS,"             685.378,29",3560814.367866
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS,"           2.505.794,91",13018606.875414
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","           2.255.949,72",11720561.175288001
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903032 - MATERIAL DE USO LABORATORIAL,"             358.226,90",1861132.0362600002
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903034 - MATERIAL DE USO VETERINARIO,"             275.880,99",1433312.095446
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,33903035 - MEDICAMENTOS FORNECIDOS POR DECISãO JUDICIAL,"               1.900,00",9871.26
